영화코드,영화제목,장르,상영시간,등급,개봉일,리뷰1,리뷰2,리뷰3,리뷰4,리뷰5,감성점수,전체리뷰,정제단어문장,최종키워드
24039100,조선인 여공의 노래,다큐멘터리,83 분,전체관람가,2024.08.07,아이들 손잡고 온 부모님들이 유독 많았던 영화라더 더 감동적,"방적공장에서의 차별대우를 받으면서도 그에 굴하지 않고 차별개선을 위한 쟁의, 생활에서의 투쟁을 했던 재일한국인 교포 1세, 2세, 그리고 후손분들 모두를 응원합니다!",그 시댜에 그 나라에서 지금과 별차이 없는 노동자의,기억해야 할 역사를 잔잔하게 알려주는 영화.,독립을 기념하는 달에 뜻있는 작품,49.188,"아이들 손잡고 온 부모님들이 유독 많았던 영화라더 더 감동적 방적공장에서의 차별대우를 받으면서도 그에 굴하지 않고 차별개선을 위한 쟁의, 생활에서의 투쟁을 했던 재일한국인 교포 1세, 2세, 그리고 후손분들 모두를 응원합니다! 그 시댜에 그 나라에서 지금과 별차이 없는 노동자의 기억해야 할 역사를 잔잔하게 알려주는 영화. 독립을 기념하는 달에 뜻있는 작품",쟁의 생활 생활 투쟁 감동 방적 공장 방적 공장 방적 공장 차별 대우 생활 영화 감동 알다 영화 재일한국인 교포 영화 독립,"방적, 공장, 생활, 감동, 투쟁"
24039600,최애의 아이 -Mother and Children-,애니메이션,84 분,15세이상관람가,2024.06.29,몇번을 봤는데도 어째서 눈물이,최애의아이-MotherandChildren-,최애의 아이의 전성기는 이것 뿐,최고였다 한번쯤은 봐도 나쁘지 않은거같다,1화는 극장 상영을 전제로 제작한게 아닌가 하는 합리적 추측이...,29.952,몇번을 봤는데도 어째서 눈물이 최애의아이-MotherandChildren- 최애의 아이의 전성기는 이것 뿐 최고였다 한번쯤은 봐도 나쁘지 않은거같다 1화는 극장 상영을 전제로 제작한게 아닌가 하는 합리적 추측이...,최애 최애 아이 아이 전성기 전성기 전성기 아니다 극장 아니다 하다 아니다,"전성기, 아니다, 최애, 아이, 극장"
24039700,최애의 아이 2기 1화,애니메이션,26 분,15세이상관람가,2024.06.30,최애의아이2기1화 영화,재밌고 보기좋게 깔금했다,완전 재미있었음 또 보고싶당..,2기 1화부터 원작 초월 GOAT,다그냥 저냥 볼만합니다요,42.222,최애의아이2기1화 영화 재밌고 보기좋게 깔금했다 완전 재미있었음 또 보고싶당.. 2기 1화부터 원작 초월 GOAT 다그냥 저냥 볼만합니다요,초월 다그 원작 최애 아이 영화 하다 영화 재밌다 깔다 하다 완전 완전 재미있다 하다,"완전, 다그, 깔다, 초월, 최애"
24039800,더 납작 엎드릴게요,드라마,63 분,전체관람가,2024.07.10,부처님도 직장인은 구제하지 못하셨다....,영화 보고 좋았어요,직장인이라면 공감할 이야기,"조금 실망! 뭘 말하려는건지도 모르겠고 그닥 재미도 없슴
유치하기도 하고!","하루종일 열심히 일했는데 아무것도 안한것 같은….
깊이 공감! 재미있게 봤어요.",56.508,"부처님도 직장인은 구제하지 못하셨다.... 영화 보고 좋았어요 직장인이라면 공감할 이야기 조금 실망! 뭘 말하려는건지도 모르겠고 그닥 재미도 없슴
유치하기도 하고! 하루종일 열심히 일했는데 아무것도 안한것 같은….
깊이 공감! 재미있게 봤어요.",실망 하다 지도 하다 지도 모르다 하다 지도 부처님 직장인 하루 종일 좋다 직장인 라면 유치하다 하다 직장인 라면 직장인 구제 하다 하루 종일,"직장인, 지도, 하루, 종일, 라면"
25015100,마리아,드라마,122 분,15세이상관람가,2025.04.16,"안젤리나
졸리의 매력을 정말 잘 느끼는 영화",나중에 다시 볼께요,재미있게 잘봤습니다.,재미있게 잘봤습니다.,재미있게 잘봤습니다.,48.402,"안젤리나
졸리의 매력을 정말 잘 느끼는 영화 나중에 다시 볼께요 재미있게 잘봤습니다. 재미있게 잘봤습니다. 재미있게 잘봤습니다.",안젤리나 졸리 졸리 매력 나중 다시 매력 정말 영화 나중 정말 느끼다 느끼다 영화 안젤리나 나중 다시 보다,"나중, 졸리, 안젤리나, 느끼다, 매력"
25015400,행복의 노란 손수건,드라마,108 분,15세이상관람가,2025.04.02,떡갈나무에 노란 리본을 달아주ㅛㅔ요,가슴이 따뜻해지는 영화!,오래된 일본영화 감성 좋으네요.,정말 제목 처럼 노란 손수건이 행복의 감정을 불러일으킨다 하지만 옛날영화라 아쉬움도 잇다,"이렇게 오래된 영화를 영화관에서 볼수있는것이 행복하고 감사합니다 7,80년대의 홋카이도를 여행하는 즐거움도 느낄수있고 뻔히 아는내용이지만 재밌었습니다",56.80400000000001,"떡갈나무에 노란 리본을 달아주ㅛㅔ요 가슴이 따뜻해지는 영화! 오래된 일본영화 감성 좋으네요. 정말 제목 처럼 노란 손수건이 행복의 감정을 불러일으킨다 하지만 옛날영화라 아쉬움도 잇다 이렇게 오래된 영화를 영화관에서 볼수있는것이 행복하고 감사합니다 7,80년대의 홋카이도를 여행하는 즐거움도 느낄수있고 뻔히 아는내용이지만 재밌었습니다",영화 영화관 영화관 보다 영화관 오래되다 일본 영화 손수건 행복 일본 영화 감성 일본 영화 행복 감정 따뜻하다 영화 영화 오래되다,"일본, 오래되다, 영화관, 행복, 영화"
25015500,목소리들,다큐멘터리,89 분,12세이상관람가,2025.04.02,4.3 사건이 계속 수면 위로 올라왔으면 좋겠어요. 응원합니다,"죽어서도 이름을 갖지 못한 여성 피해자들의 넋을 위로하고, 깊은 고민과 사려 깊은 존중을 통해 알려지지 않은 역사적 진실과 현재도 진행중인 피해자들의 고통과 깊은 슬픔을 담아낸다.","우리나라는 꼭 기억해야할 사건들이 있다
동족간의 비극적인 일들을..",또다른 4.3의 모습을 깊이 있게 다뤘다,제주 4.3이 아직까지도 인지도가 적다는건 대한민국의 수치,58.178,"4.3 사건이 계속 수면 위로 올라왔으면 좋겠어요. 응원합니다 죽어서도 이름을 갖지 못한 여성 피해자들의 넋을 위로하고, 깊은 고민과 사려 깊은 존중을 통해 알려지지 않은 역사적 진실과 현재도 진행중인 피해자들의 고통과 깊은 슬픔을 담아낸다. 우리나라는 꼭 기억해야할 사건들이 있다
동족간의 비극적인 일들을.. 또다른 4.3의 모습을 깊이 있게 다뤘다 제주 4.3이 아직까지도 인지도가 적다는건 대한민국의 수치",동족 비극 진행중 피해자 피해자 고통 역사 진실 여성 피해자 대한민국 수치 진실 현재 적다 대한민국 현재 진행중 있다 동족,"피해자, 동족, 진행중, 진실, 대한민국"
25016600,백설공주와 일곱난쟁이,애니메이션,80 분,전체관람가,2025.04.10,재미있게  보았습니다  강추,아이는 재밌게 잘 보았어요,아이들이 좋아하는 백설공주,아이들 마음에 있는 벡설공주,감사합니다 잘봤습니다,56.086,재미있게  보았습니다  강추 아이는 재밌게 잘 보았어요 아이들이 좋아하는 백설공주 아이들 마음에 있는 벡설공주 감사합니다 잘봤습니다,벡설 공주 감사하다 백설공주 아이 강추 아이 좋아하다 백설공주 있다 벡설 공주 백설공주 벡설 공주 보다 아이 감사하다 보다 아이 좋아하다,"벡설, 백설공주, 공주, 아이, 좋아하다"
25016800,자전거 탄 소년,드라마,87 분,12세이상관람가,2025.04.16,시릴아빠랑 시릴 한대씩 쥐어박고싶음,배우 연기와 연출이 대단함. 재미있습니다.,Beethoven - Piano Concerto No.5 - II Adagio,재미있게 잘봤습니다.,가슴이 뜨거운 질풍노도 소년의 성장기록… 잘 봤어요.,43.708,시릴아빠랑 시릴 한대씩 쥐어박고싶음 배우 연기와 연출이 대단함. 재미있습니다. Beethoven - Piano Concerto No.5 - II Adagio 재미있게 잘봤습니다. 가슴이 뜨거운 질풍노도 소년의 성장기록… 잘 봤어요.,재미있다 시리다 하다 하다 쥐어박다 하다,"쥐어박다, 시리다, 하다, 재미있다, 가져오다"
25016900,파란,"드라마, 미스터리",105 분,15세이상관람가,2025.04.09,그러지 않아도 되는 이들이 갖는 죄책감,예상외로 너무 몰입해서 잼있게 봄,사격을 소재로 출발하나 의외로 대반전인  부성애,답답한 대사 오감도 많았으나 볼만한 영화,배우들 연기가 좋네요. 잘 봤습니다.,61.468,그러지 않아도 되는 이들이 갖는 죄책감 예상외로 너무 몰입해서 잼있게 봄 사격을 소재로 출발하나 의외로 대반전인  부성애 답답한 대사 오감도 많았으나 볼만한 영화 배우들 연기가 좋네요. 잘 봤습니다.,반전 몰입 하다 영화 답답하다 영화 배우 몰입 하다 재다 몰입 하다 배우 연기 반전 반전,"반전, 몰입, 답답하다, 배우, 하다"
25017000,"다시 만날, 조국",다큐멘터리,123 분,12세이상관람가,2025.05.14,별로였어요 별로였어요,영화 잘 보았습니다,다시만날조국 잘봤습니다,다시만날조국 다시만날조국,영상을 보고있자면 조국님이 많이 그리워지고 행복해졌으면 좋겠다는 생각을 하게됩니다.,45.14,별로였어요 별로였어요 영화 잘 보았습니다 다시만날조국 잘봤습니다 다시만날조국 다시만날조국 영상을 보고있자면 조국님이 많이 그리워지고 행복해졌으면 좋겠다는 생각을 하게됩니다.,다시 만날 조국 다시 만날 조국 다시 만날 조국 영상 보다 다시 만날 조국 보다 다시 만날 조국 다시 만날 조국 보다 다시 만날 조국 보다 조국 조국 조국 생각 하다 되다,"조국, 만날, 다시, 보다, 영상"
25017100,파과,"드라마, 미스터리, 액션",122 분,15세이상관람가,2025.04.30,"좋아요 몰입감이
좋으네요 ㅎ",배우들 연기 진짜..너무 잘하세요ㅠㅠ 그리고 마지막 넘 슬프고 안쓰러웠지만..너무 재미있었습니다! 리뷰에 영화관에서 보라고 되어있었는데 왜 영화관에서 보라고 했었는지를 알겠네요ㅎ,다 알바임? 아님 내가 감성이 안맞나,재밌었어요. 후반부에서는 울었네요. 영화 보고 잘 우시는 편이면 휴지 챙겨가시길,흥미롭게 관람했습니다,63.81,"좋아요 몰입감이
좋으네요 ㅎ 배우들 연기 진짜..너무 잘하세요ㅠㅠ 그리고 마지막 넘 슬프고 안쓰러웠지만..너무 재미있었습니다! 리뷰에 영화관에서 보라고 되어있었는데 왜 영화관에서 보라고 했었는지를 알겠네요ㅎ 다 알바임? 아님 내가 감성이 안맞나 재밌었어요. 후반부에서는 울었네요. 영화 보고 잘 우시는 편이면 휴지 챙겨가시길 흥미롭게 관람했습니다",영화관 보라 되어다 영화관 영화관 리뷰 영화관 영화 보고 울다 영화 배우 연기 휴지 챙기다 마지막 슬프다 재밌다 후반,"영화관, 보라, 리뷰, 휴지, 챙기다"
25017200,네버 렛 고: 악의 끈,"공포(호러), 미스터리, 스릴러",101 분,15세이상관람가,2025.04.16,과연 모성애였을지 의문,"아 뭔가 아쉬우면서도 괜찮고, 괜찮으면서도 좀 아쉽기도 하고 그러네요.",즐거운 관람이었습니다~,괜찮아요 ~~~!!!,네아주재미있고스릴있고기대이상이고많은생각하게하는영화냈요.,41.052,"과연 모성애였을지 의문 아 뭔가 아쉬우면서도 괜찮고, 괜찮으면서도 좀 아쉽기도 하고 그러네요. 즐거운 관람이었습니다~ 괜찮아요 ~~~!!! 네아주재미있고스릴있고기대이상이고많은생각하게하는영화냈요.",의문 뭔가 뭔가 아쉽다 그렇다 즐겁다 즐겁다 관람 이다 하다 그렇다 뭔가 즐겁다 모성애 이다 의문 과연 모성애 이다 아쉽다 기도 하다,"뭔가, 즐겁다, 의문, 모성애, 그렇다"
25017300,괴수 8호: 미션 리컨,애니메이션,120 분,15세이상관람가,2025.05.07,"봤던 내용임에도 흥미진진 역시 큰 화면이 최고!
단지 오프닝 엔딩이 TV판으로 나왔었으면 더더 좋았을듯요
암튼 정말 보길 잘 했어요^^","스토리, 작화 그리고 중간중간 특유의 과장된 개그코드까지..최근의 전형적인 일본 애니였음. 더도덜도아닌..",재밌게 잘 관람했습니다,괴수8호 얼른 즌2내놔,"괴8 영화관에서는 첫 관람인데 넘 재밌어요.
솔직히 다 아는 내용이라 재미가 있을까 싶었는데
확실히 큰 화면으로 소리도 웅장하게 들으니 재밌어용
호시나 휴일도 너무 귀엽구 최고",76.554,"봤던 내용임에도 흥미진진 역시 큰 화면이 최고!
단지 오프닝 엔딩이 TV판으로 나왔었으면 더더 좋았을듯요
암튼 정말 보길 잘 했어요^^ 스토리, 작화 그리고 중간중간 특유의 과장된 개그코드까지..최근의 전형적인 일본 애니였음. 더도덜도아닌.. 재밌게 잘 관람했습니다 괴수8호 얼른 즌2내놔 괴8 영화관에서는 첫 관람인데 넘 재밌어요.
솔직히 다 아는 내용이라 재미가 있을까 싶었는데
확실히 큰 화면으로 소리도 웅장하게 들으니 재밌어용
호시나 휴일도 너무 귀엽구 최고",영화관 관람 영화관 중간 중간 특유 영화관 역시 화면 확실하다 화면 내용 흥미진진 오프닝 엔딩 흥미진진 역시 최근 전형,"영화관, 흥미진진, 중간, 화면, 역시"
25017400,[오페라] 토스카  @The Met,공연,175 분,전체관람가,2025.04.03,너무 좋네요 잘 봤습니다,"원작에서 벗어나기 어려워서, 되려 원작에 충실하게 감상 가눙함.",다비드센 어마어마 노래 잘하네요,"토스카 역할을 한 노르웨이 출신의 배우가 매우 인상적입니다. 큰 키와 노래, 연기 모두. 지난번에 본 것과는 다른 느낌이 드네요.",주인공 여배우의 가창력이 뛰어나네요. 재미있게 잘 봤습니다.,64.94999999999999,"너무 좋네요 잘 봤습니다 원작에서 벗어나기 어려워서, 되려 원작에 충실하게 감상 가눙함. 다비드센 어마어마 노래 잘하네요 토스카 역할을 한 노르웨이 출신의 배우가 매우 인상적입니다. 큰 키와 노래, 연기 모두. 지난번에 본 것과는 다른 느낌이 드네요. 주인공 여배우의 가창력이 뛰어나네요. 재미있게 잘 봤습니다.",인상 이다 매우 인상 이다 인상 이다 여배우 가창력 출신 배우 주인공 여배우 다비드 세다 노르웨이 출신 원작 충실하다 노래,"인상, 출신, 여배우, 이다, 충실하다"
